index,tMs,currentTime,meanY,p50Y,p95Y,p99Y,maxY,bright90Fraction,bright98Fraction,deltaMean,deltaMaxTile,deltaTileX,deltaTileY
0,0,0.020986,0.1717727919999554,0.0784313725490196,0.9058823529411765,1,0.9999999999999999,0.05285,0.03815,,,,
1,16.304000000000087,0.0383,0.1717727919999554,0.0784313725490196,0.9058823529411765,1,0.9999999999999999,0.05285,0.03815,0,0,0,0
2,33.10400000000027,0.054644,0.07481894303919452,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.07675921568627452,0,0,0.09699110749848187,0.31562866603024303,160,0
3,49.60400000000027,0.071228,0.07481894303919452,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.07675921568627452,0,0,0,0,0,0
4,66.30400000000009,0.08707,0.07481894303919452,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.07675921568627452,0,0,0,0,0,0
5,83.10400000000027,0.107269,0.10339844386276954,0.09803921568627451,0.12941176470588237,0.3568627450980392,0.9717466666666665,0.000225,0,0.028810633813217284,0.058657539377454666,80,80
6,99.70399999999972,0.120158,0.10339844386276954,0.09803921568627451,0.12941176470588237,0.3568627450980392,0.9717466666666665,0.000225,0,0,0,0,0
7,116.40399999999954,0.138443,0.10325458092158606,0.09803921568627451,0.12941176470588237,0.3568627450980392,0.9630698039215686,0.000225,0,0.0007269749756902456,0.0017218092922121286,80,80
8,133.0039999999999,0.15372,0.10325161966668384,0.09803921568627451,0.12941176470588237,0.3568627450980392,0.9630698039215686,0.000225,0,0.00021992022041231394,0.0009259231435135007,0,80
9,166.8040000000001,0.186656,0.10325161966668384,0.09803921568627451,0.12941176470588237,0.3568627450980392,0.9630698039215686,0.000225,0,0,0,0,0
10,199.70399999999972,0.221353,0.10325339139217453,0.09803921568627451,0.12941176470588237,0.3568627450980392,0.9630698039215686,0.000225,0,0.00015716459881514312,0.0009602917497977615,0,80
11,233.10400000000027,0.252934,0.10328282950982157,0.09803921568627451,0.12941176470588237,0.3568627450980392,0.9630698039215686,0.000225,0,2.9438114911317825e-05,0.000363253434188664,120,80
12,266.5039999999999,0.28676,0.10328282950982157,0.09803921568627451,0.12941176470588237,0.3568627450980392,0.9630698039215686,0.000225,0,0,0,0,0
13,299.90399999999954,0.319856,0.10328141643138992,0.09803921568627451,0.12941176470588237,0.3568627450980392,0.9630698039215686,0.000225,0,0.00014693266097456217,0.0009102745912969113,0,80
14,333.3040000000001,0.354161,0.10328282950982157,0.09803921568627451,0.12941176470588237,0.3568627450980392,0.9630698039215686,0.000225,0,0.00014693266097456217,0.0009102745912969113,0,80
15,366.40399999999954,0.390075,0.10328141643138992,0.09803921568627451,0.12941176470588237,0.3568627450980392,0.9630698039215686,0.000225,0,0.00014693266097456217,0.0009102745912969113,0,80
16,399.7039999999997,0.420849,0.10328282950982157,0.09803921568627451,0.12941176470588237,0.3568627450980392,0.9630698039215686,0.000225,0,0.00014693266097456217,0.0009102745912969113,0,80
17,433.60400000000027,0.456487,0.10328141643138992,0.09803921568627451,0.12941176470588237,0.3568627450980392,0.9630698039215686,0.000225,0,0.00014693266097456217,0.0009102745912969113,0,80
18,466.40399999999954,0.48714,0.10328141643138992,0.09803921568627451,0.12941176470588237,0.3568627450980392,0.9630698039215686,0.000225,0,0,0,0,0
19,499.7039999999997,0.520313,0.10328282950982157,0.09803921568627451,0.12941176470588237,0.3568627450980392,0.9630698039215686,0.000225,0,0.00014693266097456217,0.0009102745912969113,0,80
20,533.0039999999999,0.556007,0.10336777696080829,0.09803921568627451,0.12941176470588237,0.3568627450980392,0.9585976470588234,0.000225,0,0.0009325526366010308,0.0023392528994008897,0,0
21,566.5039999999999,0.58762,0.10330934243139657,0.09803921568627451,0.12941176470588237,0.3568627450980392,0.9585976470588234,0.000225,0,5.843452718108893e-05,0.000744162336923182,0,0
22,599.6040000000003,0.621231,0.10330934243139657,0.09803921568627451,0.12941176470588237,0.3568627450980392,0.9585976470588234,0.000225,0,0,0,0,0
23,633.0039999999999,0.653804,0.10330934243139657,0.09803921568627451,0.12941176470588237,0.3568627450980392,0.9585976470588234,0.000225,0,0,0,0,0
24,666.5039999999999,0.686878,0.10330934243139657,0.09803921568627451,0.12941176470588237,0.3568627450980392,0.9585976470588234,0.000225,0,0,0,0,0
25,699.8040000000001,0.72043,0.10330934243139657,0.09803921568627451,0.12941176470588237,0.3568627450980392,0.9585976470588234,0.000225,0,0,0,0,0
26,733.3040000000001,0.753872,0.10330934243139657,0.09803921568627451,0.12941176470588237,0.3568627450980392,0.9585976470588234,0.000225,0,0,0,0,0
27,766.4039999999995,0.785708,0.10330934243139657,0.09803921568627451,0.12941176470588237,0.3568627450980392,0.9585976470588234,0.000225,0,0,0,0,0
28,800.0039999999999,0.820061,0.10330934243139657,0.09803921568627451,0.12941176470588237,0.3568627450980392,0.9585976470588234,0.000225,0,0,0,0,0
29,833.4039999999995,0.853795,0.10330934243139657,0.09803921568627451,0.12941176470588237,0.3568627450980392,0.9585976470588234,0.000225,0,0,0,0,0
30,866.7039999999997,0.887483,0.10330934243139657,0.09803921568627451,0.12941176470588237,0.3568627450980392,0.9585976470588234,0.000225,0,0,0,0,0
31,899.7039999999997,0.921346,0.10330934243139657,0.09803921568627451,0.12941176470588237,0.3568627450980392,0.9585976470588234,0.000225,0,0,0,0,0
32,933.0039999999999,0.953447,0.11132056478432344,0.09803921568627451,0.1607843137254902,0.3568627450980392,0.958561568627451,0.000225,0,0.022915064667956904,0.08521872768178582,80,80
33,966.3040000000001,0.986392,0.11448724174510062,0.09803921568627451,0.16470588235294117,0.35294117647058826,0.9596988235294118,0.000225,0,0.008762914289999753,0.05098515706602484,80,80
34,999.8040000000001,1.021051,0.1271679123333298,0.10588235294117647,0.20784313725490197,0.47058823529411764,0.9596988235294118,0.000225,0,0.020579007950238884,0.07480866289231926,40,40
35,1033.4039999999995,1.053031,0.1303325333137296,0.10980392156862745,0.20392156862745098,0.4823529411764706,0.9596988235294118,0.000225,0,0.023072690468048676,0.09614086213055999,120,80
36,1066.4039999999995,1.088305,0.1303325333137296,0.10980392156862745,0.20392156862745098,0.4823529411764706,0.9596988235294118,0.000225,0,0,0,0,0
