index,timestampSec,durationSec,keyFrame,pictureType,meanY,p50Y,p95Y,p99Y,maxY,bright90Fraction,bright98Fraction,deltaMean,deltaFraction01,deltaMaxTile,deltaTileX,deltaTileY
0,0.0,,1,I,0.16571866370588237,0.07059921568627452,0.9019607843137254,0.9971952941176471,0.9999999999999999,0.05225,0.0379,,,,,
1,0.04,,0,P,0.06912814635294118,0.07059921568627452,0.07059921568627452,0.07452078431372548,0.07452078431372548,0.0,0.0,0.09672356856862745,0.1168,0.31558979264705883,160,0
2,0.08,,0,P,0.0988687592745098,0.0941286274509804,0.12942274509803922,0.34261490196078437,0.9725599999999999,0.0002,0.0,0.03047974033333333,0.0313,0.05944228774509803,80,80
3,0.12,,0,P,0.09878998194117647,0.0941286274509804,0.12832156862745098,0.3429631372549019,0.9725599999999999,0.0002,0.0,0.0002831932156862746,0.0,0.0014867862745098046,120,120
4,0.16,,0,P,0.09879146915686275,0.0941286274509804,0.12825411764705882,0.3429450980392157,0.9725599999999999,0.0002,0.0,8.485615686274513e-05,0.0,0.0007859588235294117,120,120
5,0.2,,0,P,0.09880148798039216,0.0941286274509804,0.12870196078431373,0.3429450980392157,0.9725599999999999,0.0002,0.0,2.2955098039215682e-05,0.0,0.000573877450980392,40,0
6,0.24,,0,P,0.09880148798039216,0.0941286274509804,0.12870196078431373,0.3429450980392157,0.9725599999999999,0.0002,0.0,0.0,0.0,0.0,0,0
7,0.28,,0,P,0.09934942770588236,0.0941286274509804,0.12352549019607845,0.3507882352941176,0.9588807843137255,0.0002,0.0,0.002476763882352942,5e-05,0.007403536274509804,120,80
8,0.32,,0,P,0.09934540535294117,0.0941286274509804,0.12353019607843137,0.3507882352941176,0.9588807843137255,0.0002,0.0,4.339905882352938e-05,0.0,0.00026930784313725504,120,120
9,0.36,,0,P,0.09934636096078432,0.0941286274509804,0.12353019607843137,0.3507882352941176,0.9588807843137255,0.0002,0.0,3.5967058823529368e-06,0.0,1.757450980392151e-05,80,120
10,0.4,,0,P,0.09934630433333334,0.0941286274509804,0.12353019607843137,0.3507882352941176,0.9588807843137255,0.0002,0.0,5.662745098039407e-08,0.0,1.4156862745098516e-06,40,40
11,0.44,,0,P,0.09934630433333334,0.0941286274509804,0.12353019607843137,0.3507882352941176,0.9588807843137255,0.0002,0.0,0.0,0.0,0.0,0,0
12,0.48,,0,P,0.09934630433333334,0.0941286274509804,0.12353019607843137,0.3507882352941176,0.9588807843137255,0.0002,0.0,0.0,0.0,0.0,0,0
13,0.52,,0,P,0.09934630433333334,0.0941286274509804,0.12353019607843137,0.3507882352941176,0.9588807843137255,0.0002,0.0,0.0,0.0,0.0,0,0
14,0.56,,0,P,0.09926335433333333,0.0941286274509804,0.12381803921568627,0.3500305882352941,0.9566627450980392,0.0002,0.0,0.0008805072549019618,0.0,0.0021569774509803924,120,80
15,0.6,,0,P,0.09927357919607843,0.0941286274509804,0.12381803921568627,0.3500305882352941,0.9566627450980392,0.0002,0.0,7.985188235294119e-05,0.0,0.0003467382352941177,120,120
16,0.64,,0,P,0.09927428209803921,0.0941286274509804,0.12381803921568627,0.3500305882352941,0.9566627450980392,0.0002,0.0,1.8834509803921594e-06,0.0,1.554117647058824e-05,120,120
17,0.68,,0,P,0.09927428209803921,0.0941286274509804,0.12381803921568627,0.3500305882352941,0.9566627450980392,0.0002,0.0,0.0,0.0,0.0,0,0
18,0.72,,0,P,0.09927428209803921,0.0941286274509804,0.12381803921568627,0.3500305882352941,0.9566627450980392,0.0002,0.0,0.0,0.0,0.0,0,0
19,0.76,,0,P,0.09927428209803921,0.0941286274509804,0.12381803921568627,0.3500305882352941,0.9566627450980392,0.0002,0.0,0.0,0.0,0.0,0,0
20,0.8,,0,P,0.09927428209803921,0.0941286274509804,0.12381803921568627,0.3500305882352941,0.9566627450980392,0.0002,0.0,0.0,0.0,0.0,0,0
21,0.84,,0,P,0.09927428209803921,0.0941286274509804,0.12381803921568627,0.3500305882352941,0.9566627450980392,0.0002,0.0,0.0,0.0,0.0,0,0
22,0.88,,0,P,0.09927428209803921,0.0941286274509804,0.12381803921568627,0.3500305882352941,0.9566627450980392,0.0002,0.0,0.0,0.0,0.0,0,0
23,0.92,,0,P,0.10669210878431372,0.0941286274509804,0.1529521568627451,0.3456682352941176,0.9566627450980392,0.0002,0.0,0.02217982625490196,0.046775,0.08389898480392156,80,80
24,0.96,,0,P,0.10975565407843137,0.0941286274509804,0.16274117647058822,0.3455741176470588,0.9566627450980392,0.0002,0.0,0.007872463725490195,0.01535,0.04701518480392156,80,80
25,1.0,,0,P,0.12279655278431373,0.09805019607843138,0.2006337254901961,0.46723058823529406,0.9566627450980392,0.0002,0.0,0.02092911882352941,0.036425,0.07556520294117645,40,40
26,1.04,,0,P,0.12563645729411765,0.10197176470588236,0.19642431372549018,0.4738588235294117,0.9566627450980392,0.0002,0.0,0.02222666458823529,0.048975,0.09383774313725489,120,80
27,1.08,,0,P,0.12712089784313726,0.10981490196078432,0.19072470588235294,0.4807560784313725,0.9566627450980392,0.0002,0.0,0.019282177176470586,0.036175,0.07804886176470588,120,80
28,1.12,,0,P,0.12082328570588236,0.10670666666666667,0.16331215686274508,0.35434352941176467,0.9566627450980392,0.0002,0.0,0.0231701241372549,0.03485,0.0968768294117647,120,80
29,1.16,,0,P,0.1201700101372549,0.10197176470588236,0.1647529411764706,0.3859223529411765,0.9555254901960784,0.000175,0.0,0.01438891082352941,0.020875,0.052814188725490194,120,80
