index,tMs,currentTime,meanY,p50Y,p95Y,p99Y,maxY,bright90Fraction,bright98Fraction,deltaMean,deltaMaxTile,deltaTileX,deltaTileY
0,0,0.034959,0.10334372062747263,0.09803921568627451,0.12941176470588237,0.35294117647058826,0.9714431372549018,0.000225,0,,,,
1,16.600000000000023,0.047684,0.10334372062747263,0.09803921568627451,0.12941176470588237,0.35294117647058826,0.9714431372549018,0.000225,0,0,0,0,0
2,33.30000000000007,0.066534,0.10334955225492365,0.09803921568627451,0.12941176470588237,0.35294117647058826,0.9714431372549018,0.000225,0,2.5678330566734075e-05,0.0004112293059006333,120,80
3,50.10000000000002,0.079146,0.10334955225492365,0.09803921568627451,0.12941176470588237,0.35294117647058826,0.9714431372549018,0.000225,0,0,0,0,0
4,66.70000000000005,0.09677,0.10334955225492365,0.09803921568627451,0.12941176470588237,0.35294117647058826,0.9714431372549018,0.000225,0,0,0,0,0
5,83.39999999999998,0.113357,0.10334766937257069,0.09803921568627451,0.12941176470588237,0.35294117647058826,0.9714431372549018,0.000225,0,2.8262056037783624e-05,0.0003994764294475317,120,80
6,100.10000000000002,0.129853,0.10334766937257069,0.09803921568627451,0.12941176470588237,0.35294117647058826,0.9714431372549018,0.000225,0,0,0,0,0
7,116.70000000000005,0.14672,0.10335065133335472,0.09803921568627451,0.12941176470588237,0.35294117647058826,0.9714431372549018,0.000225,0,5.637725573033095e-05,0.00034919658210128544,120,80
8,133.60000000000002,0.16292,0.10335077639217809,0.09803921568627451,0.12941176470588237,0.35294117647058826,0.9714431372549018,0.000225,0,5.316411769017577e-05,0.00024288336979225278,160,80
9,166.60000000000002,0.196955,0.10334982905884488,0.09803921568627451,0.12941176470588237,0.3568627450980392,0.9714431372549018,0.000225,0,2.1349063795059918e-05,0.0002989550563506782,80,80
10,200,0.229308,0.10334982905884488,0.09803921568627451,0.12941176470588237,0.3568627450980392,0.9714431372549018,0.000225,0,0,0,0,0
11,233.60000000000002,0.263415,0.10315423745100309,0.09803921568627451,0.12549019607843137,0.3568627450980392,0.964716862745098,0.0002,0,0.0015922449556179344,0.005013102116063237,120,80
12,267,0.299221,0.10316828041178765,0.09803921568627451,0.12549019607843137,0.3568627450980392,0.964716862745098,0.0002,0,9.909759871661663e-05,0.0004829951049759984,120,120
13,300.20000000000005,0.329833,0.10316828041178765,0.09803921568627451,0.12549019607843137,0.3568627450980392,0.964716862745098,0.0002,0,0,0,0,0
14,333.4,0.363889,0.10316860484316023,0.09803921568627451,0.12549019607843137,0.3568627450980392,0.964716862745098,0.0002,0,3.866197727620602e-06,3.13603226095438e-05,120,120
15,366.9,0.395418,0.10316860484316023,0.09803921568627451,0.12549019607843137,0.3568627450980392,0.964716862745098,0.0002,0,0,0,0,0
16,400.5000000000001,0.429526,0.10316860484316023,0.09803921568627451,0.12549019607843137,0.3568627450980392,0.964716862745098,0.0002,0,0,0,0,0
17,433.5000000000001,0.462517,0.10316860484316023,0.09803921568627451,0.12549019607843137,0.3568627450980392,0.964716862745098,0.0002,0,0,0,0,0
18,466.9,0.494052,0.10316860484316023,0.09803921568627451,0.12549019607843137,0.3568627450980392,0.964716862745098,0.0002,0,0,0,0,0
19,500.0000000000001,0.529586,0.10316860484316023,0.09803921568627451,0.12549019607843137,0.3568627450980392,0.964716862745098,0.0002,0,0,0,0,0
20,533.8000000000001,0.562554,0.10316860484316023,0.09803921568627451,0.12549019607843137,0.3568627450980392,0.964716862745098,0.0002,0,0,0,0,0
21,567.0000000000001,0.595951,0.10316860484316023,0.09803921568627451,0.12549019607843137,0.3568627450980392,0.964716862745098,0.0002,0,0,0,0,0
22,600.1999999999999,0.628991,0.10316860484316023,0.09803921568627451,0.12549019607843137,0.3568627450980392,0.964716862745098,0.0002,0,0,0,0,0
23,633.6,0.662914,0.10316860484316023,0.09803921568627451,0.12549019607843137,0.3568627450980392,0.964716862745098,0.0002,0,0,0,0,0
24,666.9,0.695666,0.10316860484316023,0.09803921568627451,0.12549019607843137,0.3568627450980392,0.964716862745098,0.0002,0,0,0,0,0
25,700.3000000000001,0.729172,0.10318215254904207,0.09803921568627451,0.12549019607843137,0.3568627450980392,0.9605121568627449,0.0002,0,0.0006843459987081588,0.0023535010823979973,0,0
